year,home_team_name,weekly_attendance,weekly_attendance_ratio,prev_game_attendance,home_team_superbowl_winner_last_season,away_team_superbowl_winner_last_season,home_team_playoffs_last_season,away_team_playoffs_last_season,home_team_wins_last_3,away_team_wins_last_3,pts_home,pts_away,yds_home,yds_away,turnovers_home,turnovers_away,zscore_pts_home,zscore_yds_home,zscore_turnovers_home,zscore_pts_away,zscore_yds_away,zscore_turnovers_away,day_sin,day_cos,month_sin,month_cos,noon,mid_afternoon,late_afternoon,evening,avg_season_attendance_prev
2010,Bears,62080.0,0.6855577887227511,62479.0,False,False,False,False,2.0,0.0,19,14,463,168,4,3,-0.1205774926049825,2.148221982390035,1.0094660663590602,-0.241414485938622,-1.7111298403519213,0.2681224932032043,-0.7818314824680299,0.6234898018587334,0.0,1.0,True,False,False,False,62250.0
2010,Bills,69295.0,0.7661562275415998,69848.0,False,False,False,False,1.0,0.0,10,15,166,296,0,0,-0.651018855904911,-1.3778158037292036,-1.8298126367785,-0.9068453126375144,-0.5090856573887551,-1.1962111237702058,-0.7818314824680299,0.6234898018587334,0.0,1.0,True,False,False,False,67808.125
2010,Buccaneers,47211.0,0.5070944458169085,62578.0,False,False,False,False,2.0,3.0,17,14,288,340,2,3,0.1806910449672127,0.0046051892756031,-0.0993399267798783,-0.10775495271226,0.8121937379740573,0.6961914023414082,-0.7818314824680299,0.6234898018587334,0.0,1.0,True,False,False,False,65649.25
2010,Patriots,68756.0,0.7388827992348529,68756.0,False,False,False,True,2.0,1.0,38,24,376,428,0,2,0.9974447853889368,-0.2284612161579904,-1.5535648778815885,0.4922855773573155,1.305159457160577,0.3463253575233952,-0.7818314824680299,0.6234898018587334,0.0,1.0,True,False,False,False,68756.0
2010,Steelers,63609.0,0.6654009100894398,64068.0,False,False,False,False,3.0,3.0,15,9,354,295,1,1,-0.8981774262781438,-0.1624271389235358,-0.514383701466614,-1.433560476455201,-0.6318653418777338,-0.5143837014666142,-0.7818314824680299,0.6234898018587334,0.0,1.0,True,False,False,False,63485.25
2010,Texans,70974.0,0.7785737008962362,71029.0,False,False,False,True,3.0,1.0,34,24,355,463,1,1,1.2566269516770134,-0.3932391540480601,-0.7500000000000001,-0.2051237098079734,1.3547775783146208,-0.4564354645876384,-0.7818314824680299,0.6234898018587334,0.0,1.0,True,False,False,False,70608.0
2010,Titans,69143.0,0.7630330184514876,69143.0,False,False,False,False,2.0,1.0,38,13,345,286,1,2,1.3020608390253416,-0.0739574778855099,-0.6995814127978606,0.0966211746291522,0.2199393274668453,-0.0529009211893948,-0.7818314824680299,0.6234898018587334,0.0,1.0,True,False,False,False,69143.0
2010,Jaguars,63636.0,0.7010918064935494,63753.0,False,False,False,False,0.0,0.0,24,17,299,363,0,2,0.5657151328163761,-0.4635345832576371,-1.6113756277207885,-0.3282479682759393,0.2604440990816557,0.5143837014666142,-0.7818314824680299,0.6234898018587334,0.0,1.0,True,False,False,False,49651.75
2010,Giants,77245.0,0.7348198742401614,78809.0,False,False,False,False,1.0,3.0,31,18,376,237,4,5,0.4831669353893126,0.1184913970074448,1.4849406035637625,-0.1676671532505186,-1.1481688926353106,1.5194254987178035,-0.7818314824680299,0.6234898018587334,0.0,1.0,True,False,False,False,78701.875
2010,Rams,52440.0,0.7209634843818742,47965.0,False,False,False,True,0.0,2.0,13,17,325,378,4,4,0.3083887692122492,0.5423463797189112,1.3949442033477768,-0.6706851192913411,0.447928058831746,0.9139076937674137,-0.7818314824680299,0.6234898018587334,0.0,1.0,False,True,False,False,55237.625
2010,Eagles,69144.0,0.6871726577950925,69144.0,False,False,False,True,2.0,2.0,20,27,320,299,1,2,-0.5928865172343699,-0.5231308681076552,-0.3617679758851913,-0.2393117264549057,-1.1355226439183004,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,1.0,False,True,False,False,69144.0
2010,Seahawks,67044.0,0.727552902875746,67002.0,False,False,False,False,0.0,2.0,31,6,242,263,1,2,1.3014504347844922,-0.8718780377137608,-0.7581303188644228,-2.166171485157133,-0.5366056223312305,0.3797772626563749,-0.7818314824680299,0.6234898018587334,0.0,1.0,False,True,False,False,67392.625
2010,Redskins,90670.0,0.9739094941943522,88221.0,False,False,False,True,0.0,3.0,13,7,250,380,0,1,-0.3980953397083259,-0.9485533930730822,-1.3043729868748772,-1.621364997121786,-0.2833544272985656,-0.1606323513292947,-0.7818314824680299,0.6234898018587334,0.0,1.0,False,False,True,False,84794.0
2010,Chiefs,71297.0,0.7643905524642716,53315.0,False,False,False,True,1.0,3.0,21,14,197,389,0,1,0.2666429302992859,-1.0623764272099978,-1.2045891547939214,-2.02786864559347,0.4153158493192955,-0.0809687844539119,0.0,1.0,0.0,1.0,False,False,False,True,67514.25
2010,Jets,78127.0,0.8647628535060048,79106.0,False,False,False,True,2.0,2.0,9,10,176,282,1,3,-1.443036667911094,-2.008138187635719,-0.4538697586836268,-1.3420558339302202,-0.6780776285218069,1.416170178574434,0.0,1.0,0.0,1.0,False,False,True,False,77052.5
2010,Saints,70051.0,0.7453423418630633,70021.0,False,False,False,True,0.0,1.0,14,9,308,253,0,1,-1.5336145813764703,-1.3192389393899613,-1.2585911663991336,-2.1905225492381635,-1.5195212734467434,-0.1550434182365105,0.43388373911755823,-0.900968867902419,0.0,1.0,False,False,True,False,70105.0
2010,Bengals,64071.0,0.6990605872148211,64333.0,False,False,False,True,1.0,2.0,15,10,253,259,0,4,-0.4050450952939938,-0.6162109319296519,-1.2368762768692687,-1.3420558339302202,-0.9034909684459488,2.2876595192356244,-0.7818314824680299,0.6234898018587334,0.0,1.0,True,False,False,False,64004.0
2010,Browns,65377.0,0.7979032415543839,66935.0,False,False,False,False,2.0,2.0,14,16,299,312,2,2,-0.10775495271226,0.3949665710899683,0.0409524354318475,-0.2412483655088777,0.0881666134412064,0.223072065702578,-0.7818314824680299,0.6234898018587334,0.0,1.0,True,False,False,False,68888.75
2010,Lions,56688.0,0.6103030629272757,56677.0,False,False,False,True,0.0,1.0,32,35,444,410,2,0,1.5882531969646183,1.8939986782521263,-0.3447289198326912,0.7125516858504813,0.7199523828412284,-1.1886662064799145,-0.7818314824680299,0.6234898018587334,0.0,1.0,True,False,False,False,49395.25
2010,Packers,70741.0,0.7579744773864501,70429.0,False,False,False,False,3.0,1.0,34,7,346,186,0,2,0.684926665370937,-0.4689238709077134,-0.8660254037844387,-0.9698852343073164,-1.1223690730262226,0.1219875091185666,-0.7818314824680299,0.6234898018587334,0.0,1.0,True,False,False,False,70708.25
2010,Titans,69143.0,0.7630330184514876,69143.0,False,False,False,False,2.0,3.0,11,19,238,127,7,1,-0.9124678320728772,-1.303231285069908,3.777739629108447,-0.4490887131390719,-2.292157711379428,-0.514383701466614,-0.7818314824680299,0.6234898018587334,0.0,1.0,True,False,False,False,69143.0
