year,week,home_team,away_team,winner,tie,day,date,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_city,away_team_city,weekly_attendance,Stadium,Capacity,weekly_attendance_percent
2007,16,St. Louis Rams,Pittsburgh Steelers,Pittsburgh Steelers,,Thu,December 20,8:15PM,41,24,425,0,316,2,St. Louis,Pittsburgh,65705.0,SoFi Stadium,70240,0.9354356492027335
2007,16,Carolina Panthers,Dallas Cowboys,Dallas Cowboys,,Sat,December 22,8:15PM,20,13,405,1,216,1,Carolina,Dallas,73860.0,Bank of America Stadium,74867,0.9865494810797815
2007,16,Minnesota Vikings,Washington Redskins,Washington Redskins,,Sun,December 23,8:15PM,32,21,367,0,299,3,Minnesota,Washington,63634.0,U.S. Bank Stadium,66655,0.9546770684869852
2007,17,Chicago Bears,New Orleans Saints,Chicago Bears,,Sun,December 30,1:00PM,33,25,275,3,413,3,Chicago,New Orleans,62064.0,Soldier Field,61500,1.009170731707317
2007,17,Philadelphia Eagles,Buffalo Bills,Philadelphia Eagles,,Sun,December 30,1:01PM,17,9,391,2,271,0,Philadelphia,Buffalo,68594.0,Lincoln Financial Field,69596,0.9856026208402782
2007,17,Houston Texans,Jacksonville Jaguars,Houston Texans,,Sun,December 30,1:02PM,42,28,290,1,381,1,Houston,Jacksonville,70660.0,NRG Stadium,72220,0.978399335364165
2007,17,Green Bay Packers,Detroit Lions,Green Bay Packers,,Sun,December 30,1:02PM,34,13,394,1,293,2,Green Bay,Detroit,70869.0,Lambeau Field,81441,0.8701882344273769
2007,17,Tampa Bay Buccaneers,Carolina Panthers,Carolina Panthers,,Sun,December 30,1:02PM,31,23,349,2,303,1,Tampa Bay,Carolina,65609.0,Raymond James Stadium,69218,0.9478603831373342
2007,17,Cleveland Browns,San Francisco 49ers,Cleveland Browns,,Sun,December 30,1:03PM,20,7,358,1,185,0,Cleveland,San Francisco,73041.0,Huntington Bank Field,67895,1.0757935046763385
2007,17,Miami Dolphins,Cincinnati Bengals,Cincinnati Bengals,,Sun,December 30,1:03PM,38,25,393,1,336,1,Miami,Cincinnati,70461.0,Hard Rock Stadium,65326,1.0786057618712304
2007,17,Atlanta Falcons,Seattle Seahawks,Atlanta Falcons,,Sun,December 30,1:04PM,44,41,364,0,501,3,Atlanta,Seattle,64925.0,Mercedes Benz Stadium,71000,0.9144366197183098
2007,17,New York Jets,Kansas City Chiefs,New York Jets,,Sun,December 30,4:15PM,13,10,337,0,219,0,New York,Kansas City,76737.0,MetLife Stadium,82500,0.9301454545454545
2007,17,Washington Redskins,Dallas Cowboys,Washington Redskins,,Sun,December 30,4:15PM,27,6,354,2,147,1,Washington,Dallas,90910.0,Commanders Field,62000,1.4662903225806452
2007,17,Oakland Raiders,San Diego Chargers,San Diego Chargers,,Sun,December 30,4:15PM,30,17,253,1,316,4,Oakland,San Diego,61706.0,Allegiant Stadium,65000,0.9493230769230769
2007,17,Arizona Cardinals,St. Louis Rams,Arizona Cardinals,,Sun,December 30,4:15PM,48,19,422,2,234,3,Arizona,St. Louis,64671.0,State Farm Stadium,63400,1.0200473186119874
2007,17,Denver Broncos,Minnesota Vikings,Denver Broncos,,Sun,December 30,4:16PM,22,19,362,0,332,3,Denver,Minnesota,76084.0,Empower Field at Mile High,76125,0.9994614121510673
2007,17,Baltimore Ravens,Pittsburgh Steelers,Baltimore Ravens,,Sun,December 30,4:17PM,27,21,334,1,264,3,Baltimore,Pittsburgh,71353.0,M&T Bank Stadium,71008,1.0048586074808472
2007,17,New York Giants,New England Patriots,New England Patriots,,Sat,December 29,8:15PM,38,35,390,0,316,1,New York,New England,79110.0,MetLife Stadium,82500,0.9589090909090909
2007,17,Indianapolis Colts,Tennessee Titans,Tennessee Titans,,Sun,December 30,8:24PM,16,10,356,2,194,1,Indianapolis,Tennessee,57202.0,Lucas Oil Stadium,67000,0.8537611940298507
2008,1,Oakland Raiders,Denver Broncos,Denver Broncos,,Mon,September 8,10:22PM,41,14,441,0,307,1,Oakland,Denver,62762.0,Allegiant Stadium,65000,0.9655692307692307
2008,1,Philadelphia Eagles,St. Louis Rams,Philadelphia Eagles,,Sun,September 7,1:02PM,38,3,522,0,166,0,Philadelphia,St. Louis,69144.0,Lincoln Financial Field,69596,0.9935053738720616
2008,1,Miami Dolphins,New York Jets,New York Jets,,Sun,September 7,1:02PM,20,14,293,1,277,1,Miami,New York,65859.0,Hard Rock Stadium,65326,1.008159079080305
2008,1,New England Patriots,Kansas City Chiefs,New England Patriots,,Sun,September 7,1:02PM,17,10,338,2,284,1,New England,Kansas City,68756.0,Gillette Stadium,66829,1.0288347872929418
2008,1,Pittsburgh Steelers,Houston Texans,Pittsburgh Steelers,,Sun,September 7,1:02PM,38,17,305,1,234,3,Pittsburgh,Houston,64001.0,Acrisure Stadium,68400,0.935687134502924
2008,1,New Orleans Saints,Tampa Bay Buccaneers,New Orleans Saints,,Sun,September 7,1:02PM,24,20,438,1,352,1,New Orleans,Tampa Bay,69881.0,Caesars Superdome,73208,0.95455414708775
2008,1,Buffalo Bills,Seattle Seahawks,Buffalo Bills,,Sun,September 7,1:02PM,34,10,338,0,252,2,Buffalo,Seattle,71194.0,Highmark Stadium,71608,0.994218523070048
2008,1,Atlanta Falcons,Detroit Lions,Atlanta Falcons,,Sun,September 7,1:04PM,34,21,474,0,316,1,Atlanta,Detroit,62310.0,Mercedes Benz Stadium,71000,0.8776056338028169
2008,1,Tennessee Titans,Jacksonville Jaguars,Tennessee Titans,,Sun,September 7,1:05PM,17,10,309,2,189,3,Tennessee,Jacksonville,69143.0,Nissan Stadium,69143,1.0
2008,1,Baltimore Ravens,Cincinnati Bengals,Baltimore Ravens,,Sun,September 7,1:06PM,17,10,358,2,154,2,Baltimore,Cincinnati,70978.0,M&T Bank Stadium,71008,0.9995775123929698
2008,1,San Diego Chargers,Carolina Panthers,Carolina Panthers,,Sun,September 7,4:15PM,26,24,388,1,316,1,San Diego,Carolina,67115.0,San Diego Stadium,71500,0.9386713286713286
2008,1,Cleveland Browns,Dallas Cowboys,Dallas Cowboys,,Sun,September 7,4:16PM,28,10,487,1,205,0,Cleveland,Dallas,73012.0,Huntington Bank Field,67895,1.075366374548936
2008,1,San Francisco 49ers,Arizona Cardinals,Arizona Cardinals,,Sun,September 7,4:16PM,23,13,285,0,291,5,San Francisco,Arizona,67186.0,Levi's Stadium,68500,0.9808175182481752
2008,1,New York Giants,Washington Redskins,New York Giants,,Thu,September 4,7:08PM,16,7,354,1,209,0,New York,Washington,79742.0,MetLife Stadium,82500,0.966569696969697
2008,1,Green Bay Packers,Minnesota Vikings,Green Bay Packers,,Mon,September 8,7:10PM,24,19,317,0,355,1,Green Bay,Minnesota,71004.0,Lambeau Field,81441,0.8718458761557446
2008,1,Indianapolis Colts,Chicago Bears,Chicago Bears,,Sun,September 7,8:23PM,29,13,319,0,293,1,Indianapolis,Chicago,66822.0,Lucas Oil Stadium,67000,0.9973432835820896
2008,2,St. Louis Rams,New York Giants,New York Giants,,Sun,September 14,1:00PM,41,13,441,0,201,1,St. Louis,New York,61377.0,SoFi Stadium,70240,0.8738183371298406
2008,2,Kansas City Chiefs,Oakland Raiders,Oakland Raiders,,Sun,September 14,1:00PM,23,8,355,2,190,2,Kansas City,Oakland,74480.0,Arrowhead Stadium,76416,0.9746649916247906
2008,2,Cincinnati Bengals,Tennessee Titans,Tennessee Titans,,Sun,September 14,1:02PM,24,7,295,1,215,2,Cincinnati,Tennessee,64540.0,Paycor Stadium,65515,0.985117911928566
2008,2,Washington Redskins,New Orleans Saints,Washington Redskins,,Sun,September 14,1:03PM,29,24,455,1,250,3,Washington,New Orleans,88246.0,Commanders Field,62000,1.4233225806451613
2008,2,Jacksonville Jaguars,Buffalo Bills,Buffalo Bills,,Sun,September 14,1:03PM,20,16,285,1,243,2,Jacksonville,Buffalo,65167.0,TIAA Bank Field,67246,0.9690836629688011
2008,2,Detroit Lions,Green Bay Packers,Green Bay Packers,,Sun,September 14,1:03PM,48,25,447,1,311,3,Detroit,Green Bay,60285.0,Ford Field,65000,0.9274615384615384
2008,2,Carolina Panthers,Chicago Bears,Carolina Panthers,,Sun,September 14,1:03PM,20,17,216,1,256,2,Carolina,Chicago,73828.0,Bank of America Stadium,74867,0.9861220564467656
2008,2,Minnesota Vikings,Indianapolis Colts,Indianapolis Colts,,Sun,September 14,1:05PM,18,15,321,2,299,1,Minnesota,Indianapolis,63585.0,U.S. Bank Stadium,66655,0.953941939839472
2008,2,Tampa Bay Buccaneers,Atlanta Falcons,Tampa Bay Buccaneers,,Sun,September 14,4:05PM,24,9,311,1,234,2,Tampa Bay,Atlanta,63611.0,Raymond James Stadium,69218,0.9189950590886764
2008,2,Seattle Seahawks,San Francisco 49ers,San Francisco 49ers,,Sun,September 14,4:06PM,33,30,365,1,351,3,Seattle,San Francisco,67951.0,Lumen Field,69000,0.9847971014492753
2008,2,Denver Broncos,San Diego Chargers,Denver Broncos,,Sun,September 14,4:15PM,39,38,486,1,456,1,Denver,San Diego,75915.0,Empower Field at Mile High,76125,0.9972413793103448
2008,2,New York Jets,New England Patriots,New England Patriots,,Sun,September 14,4:15PM,19,10,260,0,256,1,New York,New England,78554.0,MetLife Stadium,82500,0.952169696969697
2008,2,Arizona Cardinals,Miami Dolphins,Arizona Cardinals,,Sun,September 14,4:15PM,31,10,445,0,236,0,Arizona,Miami,63445.0,State Farm Stadium,63400,1.0007097791798107
2008,2,Cleveland Browns,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,September 14,8:23PM,10,6,281,0,208,2,Cleveland,Pittsburgh,73048.0,Huntington Bank Field,67895,1.0758966050519183
2008,2,Dallas Cowboys,Philadelphia Eagles,Dallas Cowboys,,Mon,September 15,8:40PM,41,37,380,2,337,1,Dallas,Philadelphia,63472.0,AT&T Stadium,80000,0.7934
2008,3,Tennessee Titans,Houston Texans,Tennessee Titans,,Sun,September 21,1:02PM,31,12,343,2,317,3,Tennessee,Houston,69143.0,Nissan Stadium,69143,1.0
2008,3,New York Giants,Cincinnati Bengals,New York Giants,,Sun,September 21,1:02PM,26,23,406,0,347,0,New York,Cincinnati,79276.0,MetLife Stadium,82500,0.9609212121212122
2008,3,Washington Redskins,Arizona Cardinals,Washington Redskins,,Sun,September 21,1:02PM,24,17,323,0,313,2,Washington,Arizona,90060.0,Commanders Field,62000,1.4525806451612904
2008,3,Buffalo Bills,Oakland Raiders,Buffalo Bills,,Sun,September 21,1:02PM,24,23,378,3,247,1,Buffalo,Oakland,71297.0,Highmark Stadium,71608,0.9956569098424757
2008,3,New England Patriots,Miami Dolphins,Miami Dolphins,,Sun,September 21,1:02PM,38,13,461,0,215,2,New England,Miami,68756.0,Gillette Stadium,66829,1.0288347872929418
2008,3,Atlanta Falcons,Kansas City Chiefs,Atlanta Falcons,,Sun,September 21,1:02PM,38,14,378,1,301,3,Atlanta,Kansas City,62434.0,Mercedes Benz Stadium,71000,0.8793521126760563
2008,3,Chicago Bears,Tampa Bay Buccaneers,Tampa Bay Buccaneers,,Sun,September 21,1:02PM,27,24,454,4,405,2,Chicago,Tampa Bay,62051.0,Soldier Field,61500,1.0089593495934959
2008,3,Minnesota Vikings,Carolina Panthers,Minnesota Vikings,,Sun,September 21,1:05PM,20,10,305,1,204,2,Minnesota,Carolina,62628.0,U.S. Bank Stadium,66655,0.9395844272747731
2008,3,Denver Broncos,New Orleans Saints,Denver Broncos,,Sun,September 21,4:06PM,34,32,369,2,502,1,Denver,New Orleans,75713.0,Empower Field at Mile High,76125,0.9945878489326765
2008,3,San Francisco 49ers,Detroit Lions,San Francisco 49ers,,Sun,September 21,4:06PM,31,13,370,0,240,2,San Francisco,Detroit,67249.0,Levi's Stadium,68500,0.9817372262773723
2008,3,Seattle Seahawks,St. Louis Rams,Seattle Seahawks,,Sun,September 21,4:06PM,37,13,407,1,240,2,Seattle,St. Louis,68012.0,Lumen Field,69000,0.9856811594202899
2008,3,Philadelphia Eagles,Pittsburgh Steelers,Philadelphia Eagles,,Sun,September 21,4:14PM,15,6,260,3,181,3,Philadelphia,Pittsburgh,69144.0,Lincoln Financial Field,69596,0.9935053738720616
2008,3,Indianapolis Colts,Jacksonville Jaguars,Jacksonville Jaguars,,Sun,September 21,4:15PM,23,21,403,1,325,2,Indianapolis,Jacksonville,65938.0,Lucas Oil Stadium,67000,0.9841492537313433
2008,3,Baltimore Ravens,Cleveland Browns,Baltimore Ravens,,Sun,September 21,4:16PM,28,10,273,2,169,3,Baltimore,Cleveland,71104.0,M&T Bank Stadium,71008,1.0013519603424965
2008,3,Green Bay Packers,Dallas Cowboys,Dallas Cowboys,,Sun,September 21,8:23PM,27,16,453,2,334,1,Green Bay,Dallas,71113.0,Lambeau Field,81441,0.8731842683660564
2008,3,San Diego Chargers,New York Jets,San Diego Chargers,,Mon,September 22,8:40PM,48,29,357,1,308,4,San Diego,New York,68922.0,San Diego Stadium,71500,0.963944055944056
2008,4,Kansas City Chiefs,Denver Broncos,Kansas City Chiefs,,Sun,September 28,1:00PM,33,19,370,1,446,4,Kansas City,Denver,74623.0,Arrowhead Stadium,76416,0.9765363274706867
2008,4,Jacksonville Jaguars,Houston Texans,Jacksonville Jaguars,,Sun,September 28,1:02PM,30,27,375,0,386,0,Jacksonville,Houston,64061.0,TIAA Bank Field,67246,0.9526365880498469
2008,4,Cincinnati Bengals,Cleveland Browns,Cleveland Browns,,Sun,September 28,1:02PM,20,12,261,2,211,5,Cincinnati,Cleveland,65541.0,Paycor Stadium,65515,1.000396855681905
2008,4,New York Jets,Arizona Cardinals,New York Jets,,Sun,September 28,1:02PM,56,35,373,1,468,7,New York,Arizona,78222.0,MetLife Stadium,82500,0.9481454545454545
2008,4,Tampa Bay Buccaneers,Green Bay Packers,Tampa Bay Buccaneers,,Sun,September 28,1:02PM,30,21,327,3,181,4,Tampa Bay,Green Bay,64122.0,Raymond James Stadium,69218,0.9263775318558757
2008,4,New Orleans Saints,San Francisco 49ers,New Orleans Saints,,Sun,September 28,1:03PM,31,17,467,2,312,3,New Orleans,San Francisco,70008.0,Caesars Superdome,73208,0.9562889301715659
2008,4,Tennessee Titans,Minnesota Vikings,Tennessee Titans,,Sun,September 28,1:03PM,30,17,275,1,333,4,Tennessee,Minnesota,69143.0,Nissan Stadium,69143,1.0
2008,4,Carolina Panthers,Atlanta Falcons,Carolina Panthers,,Sun,September 28,1:04PM,24,9,401,0,268,0,Carolina,Atlanta,72688.0,Bank of America Stadium,74867,0.9708950538955748
2008,4,Oakland Raiders,San Diego Chargers,San Diego Chargers,,Sun,September 28,4:05PM,28,18,295,2,323,2,Oakland,San Diego,61808.0,Allegiant Stadium,65000,0.9508923076923077
2008,4,St. Louis Rams,Buffalo Bills,Buffalo Bills,,Sun,September 28,4:05PM,31,14,277,1,380,2,St. Louis,Buffalo,61017.0,SoFi Stadium,70240,0.8686930523917995
2008,4,Dallas Cowboys,Washington Redskins,Washington Redskins,,Sun,September 28,4:15PM,26,24,381,0,344,1,Dallas,Washington,63462.0,AT&T Stadium,80000,0.793275
2008,4,Chicago Bears,Philadelphia Eagles,Chicago Bears,,Sun,September 28,8:23PM,24,20,256,4,340,2,Chicago,Philadelphia,62099.0,Soldier Field,61500,1.009739837398374
2008,4,Pittsburgh Steelers,Baltimore Ravens,Pittsburgh Steelers,,Mon,September 29,8:40PM,23,20,237,1,243,1,Pittsburgh,Baltimore,64038.0,Acrisure Stadium,68400,0.9362280701754386
2008,5,Houston Texans,Indianapolis Colts,Indianapolis Colts,,Sun,October 5,1:02PM,31,27,314,1,391,3,Houston,Indianapolis,70118.0,NRG Stadium,72220,0.9708944890612019
2008,5,Baltimore Ravens,Tennessee Titans,Tennessee Titans,,Sun,October 5,1:02PM,13,10,210,2,285,2,Baltimore,Tennessee,71131.0,M&T Bank Stadium,71008,1.0017321991888237
2008,5,Green Bay Packers,Atlanta Falcons,Atlanta Falcons,,Sun,October 5,1:02PM,27,24,370,1,408,1,Green Bay,Atlanta,70610.0,Lambeau Field,81441,0.8670080180744343
2008,5,Detroit Lions,Chicago Bears,Chicago Bears,,Sun,October 5,1:02PM,34,7,425,1,185,2,Detroit,Chicago,59790.0,Ford Field,65000,0.9198461538461539
2008,5,New York Giants,Seattle Seahawks,New York Giants,,Sun,October 5,1:03PM,44,6,523,0,187,1,New York,Seattle,79529.0,MetLife Stadium,82500,0.9639878787878788
2008,5,Miami Dolphins,San Diego Chargers,Miami Dolphins,,Sun,October 5,1:03PM,17,10,390,1,202,0,Miami,San Diego,65063.0,Hard Rock Stadium,65326,0.9959740379022135
2008,5,Carolina Panthers,Kansas City Chiefs,Carolina Panthers,,Sun,October 5,1:04PM,34,0,441,2,127,3,Carolina,Kansas City,72319.0,Bank of America Stadium,74867,0.9659663135961104
2008,5,Philadelphia Eagles,Washington Redskins,Washington Redskins,,Sun,October 5,1:04PM,23,17,388,0,254,0,Philadelphia,Washington,69144.0,Lincoln Financial Field,69596,0.9935053738720616
2008,5,Denver Broncos,Tampa Bay Buccaneers,Denver Broncos,,Sun,October 5,4:05PM,16,13,333,1,307,1,Denver,Tampa Bay,75480.0,Empower Field at Mile High,76125,0.9915270935960591
2008,5,San Francisco 49ers,New England Patriots,New England Patriots,,Sun,October 5,4:15PM,30,21,377,2,199,3,San Francisco,New England,67650.0,Levi's Stadium,68500,0.9875912408759124
2008,5,Dallas Cowboys,Cincinnati Bengals,Dallas Cowboys,,Sun,October 5,4:15PM,31,22,373,2,269,2,Dallas,Cincinnati,62655.0,AT&T Stadium,80000,0.7831875
2008,5,Arizona Cardinals,Buffalo Bills,Arizona Cardinals,,Sun,October 5,4:16PM,41,17,373,0,287,4,Arizona,Buffalo,63830.0,State Farm Stadium,63400,1.006782334384858
2008,5,Jacksonville Jaguars,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,October 5,8:23PM,26,21,415,1,213,0,Jacksonville,Pittsburgh,65908.0,TIAA Bank Field,67246,0.9801029057490408
2008,5,New Orleans Saints,Minnesota Vikings,Minnesota Vikings,,Mon,October 6,8:40PM,30,27,270,0,375,4,New Orleans,Minnesota,70015.0,Caesars Superdome,73208,0.9563845481368156
2008,6,Houston Texans,Miami Dolphins,Houston Texans,,Sun,October 12,1:02PM,29,28,485,4,370,1,Houston,Miami,70023.0,NRG Stadium,72220,0.9695790639711991
2008,6,Indianapolis Colts,Baltimore Ravens,Indianapolis Colts,,Sun,October 12,1:02PM,31,3,334,0,260,5,Indianapolis,Baltimore,66153.0,Lucas Oil Stadium,67000,0.9873582089552239
2008,6,Atlanta Falcons,Chicago Bears,Atlanta Falcons,,Sun,October 12,1:02PM,22,20,376,1,361,1,Atlanta,Chicago,64096.0,Mercedes Benz Stadium,71000,0.9027605633802817
2008,6,Tampa Bay Buccaneers,Carolina Panthers,Tampa Bay Buccaneers,,Sun,October 12,1:02PM,27,3,315,0,282,3,Tampa Bay,Carolina,64211.0,Raymond James Stadium,69218,0.9276633245687538
2008,6,New Orleans Saints,Oakland Raiders,New Orleans Saints,,Sun,October 12,1:02PM,34,3,441,0,226,2,New Orleans,Oakland,70068.0,Caesars Superdome,73208,0.9571085127308491
2008,6,New York Jets,Cincinnati Bengals,New York Jets,,Sun,October 12,1:02PM,26,14,252,3,171,1,New York,Cincinnati,78161.0,MetLife Stadium,82500,0.9474060606060606
2008,6,Washington Redskins,St. Louis Rams,St. Louis Rams,,Sun,October 12,1:03PM,19,17,200,1,368,3,Washington,St. Louis,90376.0,Commanders Field,62000,1.4576774193548387
2008,6,Minnesota Vikings,Detroit Lions,Minnesota Vikings,,Sun,October 12,1:05PM,12,10,392,3,212,1,Minnesota,Detroit,62867.0,U.S. Bank Stadium,66655,0.9431700547595829
2008,6,Denver Broncos,Jacksonville Jaguars,Jacksonville Jaguars,,Sun,October 12,4:05PM,24,17,416,2,323,3,Denver,Jacksonville,75674.0,Empower Field at Mile High,76125,0.9940755336617405
2008,6,Arizona Cardinals,Dallas Cowboys,Arizona Cardinals,,Sun,October 12,4:15PM,30,24,276,3,374,1,Arizona,Dallas,64389.0,State Farm Stadium,63400,1.0155993690851735
2008,6,San Francisco 49ers,Philadelphia Eagles,Philadelphia Eagles,,Sun,October 12,4:15PM,40,26,383,1,306,3,San Francisco,Philadelphia,67640.0,Levi's Stadium,68500,0.9874452554744526
2008,6,Seattle Seahawks,Green Bay Packers,Green Bay Packers,,Sun,October 12,4:16PM,27,17,313,1,177,2,Seattle,Green Bay,68302.0,Lumen Field,69000,0.9898840579710145
2008,6,San Diego Chargers,New England Patriots,San Diego Chargers,,Sun,October 12,8:20PM,30,10,404,1,299,1,San Diego,New England,68704.0,San Diego Stadium,71500,0.9608951048951049
2008,6,Cleveland Browns,New York Giants,Cleveland Browns,,Mon,October 13,8:41PM,35,14,454,0,373,3,Cleveland,New York,73102.0,Huntington Bank Field,67895,1.0766919508063921
2008,7,Kansas City Chiefs,Tennessee Titans,Tennessee Titans,,Sun,October 19,1:00PM,34,10,455,0,272,0,Kansas City,Tennessee,74200.0,Arrowhead Stadium,76416,0.971000837520938
2008,7,St. Louis Rams,Dallas Cowboys,St. Louis Rams,,Sun,October 19,1:00PM,34,14,325,0,341,4,St. Louis,Dallas,62035.0,SoFi Stadium,70240,0.8831862186788155
2008,7,Miami Dolphins,Baltimore Ravens,Baltimore Ravens,,Sun,October 19,1:02PM,27,13,357,1,359,1,Miami,Baltimore,64972.0,Hard Rock Stadium,65326,0.9945810244006981
2008,7,Buffalo Bills,San Diego Chargers,Buffalo Bills,,Sun,October 19,1:02PM,23,14,370,0,263,3,Buffalo,San Diego,71602.0,Highmark Stadium,71608,0.999916210479276
2008,7,New York Giants,San Francisco 49ers,New York Giants,,Sun,October 19,1:02PM,29,17,273,0,253,3,New York,San Francisco,78676.0,MetLife Stadium,82500,0.9536484848484849
2008,7,Chicago Bears,Minnesota Vikings,Chicago Bears,,Sun,October 19,1:02PM,48,41,327,1,439,5,Chicago,Minnesota,62235.0,Soldier Field,61500,1.0119512195121951
2008,7,Cincinnati Bengals,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,October 19,1:04PM,38,10,375,0,212,1,Cincinnati,Pittsburgh,65860.0,Paycor Stadium,65515,1.0052659696252766
2008,7,Carolina Panthers,New Orleans Saints,Carolina Panthers,,Sun,October 19,1:04PM,30,7,336,0,343,2,Carolina,New Orleans,73687.0,Bank of America Stadium,74867,0.9842387166575394
2008,7,Houston Texans,Detroit Lions,Houston Texans,,Sun,October 19,4:05PM,28,21,404,1,326,0,Houston,Detroit,70081.0,NRG Stadium,72220,0.9703821656050955
2008,7,Oakland Raiders,New York Jets,Oakland Raiders,,Sun,October 19,4:15PM,16,13,344,0,418,3,Oakland,New York,61901.0,Allegiant Stadium,65000,0.9523230769230769
2008,7,Green Bay Packers,Indianapolis Colts,Green Bay Packers,,Sun,October 19,4:15PM,34,14,302,0,302,2,Green Bay,Indianapolis,71010.0,Lambeau Field,81441,0.8719195491214499
2008,7,Washington Redskins,Cleveland Browns,Washington Redskins,,Sun,October 19,4:16PM,14,11,351,1,236,0,Washington,Cleveland,90487.0,Commanders Field,62000,1.4594677419354838
2008,7,Tampa Bay Buccaneers,Seattle Seahawks,Tampa Bay Buccaneers,,Sun,October 19,8:23PM,20,10,402,1,176,2,Tampa Bay,Seattle,64811.0,Raymond James Stadium,69218,0.9363315900488313
2008,7,New England Patriots,Denver Broncos,New England Patriots,,Mon,October 20,8:40PM,41,7,404,0,275,5,New England,Denver,68756.0,Gillette Stadium,66829,1.0288347872929418
2008,8,Baltimore Ravens,Oakland Raiders,Baltimore Ravens,,Sun,October 26,1:02PM,29,10,375,1,234,1,Baltimore,Oakland,71254.0,M&T Bank Stadium,71008,1.0034643983776477
2008,8,New England Patriots,St. Louis Rams,New England Patriots,,Sun,October 26,1:02PM,23,16,348,2,358,1,New England,St. Louis,68756.0,Gillette Stadium,66829,1.0288347872929418
2008,8,Philadelphia Eagles,Atlanta Falcons,Philadelphia Eagles,,Sun,October 26,1:02PM,27,14,432,1,335,3,Philadelphia,Atlanta,69144.0,Lincoln Financial Field,69596,0.9935053738720616
2008,8,Dallas Cowboys,Tampa Bay Buccaneers,Dallas Cowboys,,Sun,October 26,1:02PM,13,9,172,0,262,1,Dallas,Tampa Bay,63254.0,AT&T Stadium,80000,0.790675
2008,8,Detroit Lions,Washington Redskins,Washington Redskins,,Sun,October 26,1:03PM,25,17,439,1,274,0,Detroit,Washington,54312.0,Ford Field,65000,0.8355692307692307
2008,8,Carolina Panthers,Arizona Cardinals,Carolina Panthers,,Sun,October 26,1:04PM,27,23,351,1,425,2,Carolina,Arizona,72010.0,Bank of America Stadium,74867,0.9618389944835508
2008,8,New York Jets,Kansas City Chiefs,New York Jets,,Sun,October 26,1:05PM,28,24,420,3,330,0,New York,Kansas City,78037.0,MetLife Stadium,82500,0.9459030303030304
2008,8,Miami Dolphins,Buffalo Bills,Miami Dolphins,,Sun,October 26,1:05PM,25,16,358,1,339,4,Miami,Buffalo,65011.0,Hard Rock Stadium,65326,0.9951780301870619
2008,8,New Orleans Saints,San Diego Chargers,New Orleans Saints,,Sun,October 26,1:06PM,37,32,409,0,451,2,New Orleans,San Diego,83226.0,Caesars Superdome,73208,1.1368429679816414
2008,8,Houston Texans,Cincinnati Bengals,Houston Texans,,Sun,October 26,3:47PM,35,6,384,0,253,3,Houston,Cincinnati,70112.0,NRG Stadium,72220,0.9708114095818333
2008,8,Jacksonville Jaguars,Cleveland Browns,Cleveland Browns,,Sun,October 26,4:05PM,23,17,327,0,380,1,Jacksonville,Cleveland,64775.0,TIAA Bank Field,67246,0.9632543199595515
2008,8,San Francisco 49ers,Seattle Seahawks,Seattle Seahawks,,Sun,October 26,4:15PM,34,13,261,0,388,2,San Francisco,Seattle,67504.0,Levi's Stadium,68500,0.9854598540145986
2008,8,Pittsburgh Steelers,New York Giants,New York Giants,,Sun,October 26,4:15PM,21,14,282,0,249,4,Pittsburgh,New York,64991.0,Acrisure Stadium,68400,0.9501608187134503
2008,8,Tennessee Titans,Indianapolis Colts,Tennessee Titans,,Mon,October 27,8:39PM,31,21,281,0,317,2,Tennessee,Indianapolis,69143.0,Nissan Stadium,69143,1.0
2008,9,St. Louis Rams,Arizona Cardinals,Arizona Cardinals,,Sun,November 2,1:00PM,34,13,510,0,231,3,St. Louis,Arizona,61303.0,SoFi Stadium,70240,0.8727648063781321
2008,9,Chicago Bears,Detroit Lions,Chicago Bears,,Sun,November 2,1:02PM,27,23,320,2,333,3,Chicago,Detroit,62188.0,Soldier Field,61500,1.0111869918699188
2008,9,Tennessee Titans,Green Bay Packers,Tennessee Titans,,Sun,November 2,1:02PM,19,16,347,0,390,2,Tennessee,Green Bay,69143.0,Nissan Stadium,69143,1.0
2008,9,Cleveland Browns,Baltimore Ravens,Baltimore Ravens,,Sun,November 2,1:02PM,37,27,429,0,274,2,Cleveland,Baltimore,73078.0,Huntington Bank Field,67895,1.0763384638044038
2008,9,Buffalo Bills,New York Jets,New York Jets,,Sun,November 2,1:02PM,26,17,297,1,292,3,Buffalo,New York,71827.0,Highmark Stadium,71608,1.0030583175064238
2008,9,Cincinnati Bengals,Jacksonville Jaguars,Cincinnati Bengals,,Sun,November 2,1:02PM,21,19,312,2,282,1,Cincinnati,Jacksonville,64238.0,Paycor Stadium,65515,0.9805082805464398
2008,9,Kansas City Chiefs,Tampa Bay Buccaneers,Tampa Bay Buccaneers,,Sun,November 2,1:03PM,30,27,423,4,384,1,Kansas City,Tampa Bay,74045.0,Arrowhead Stadium,76416,0.9689724664991625
2008,9,Minnesota Vikings,Houston Texans,Minnesota Vikings,,Sun,November 2,1:05PM,28,21,345,1,389,3,Minnesota,Houston,62839.0,U.S. Bank Stadium,66655,0.9427499812467182
