year,week,home_team,away_team,winner,tie,day,date,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_city,away_team_city,weekly_attendance,Stadium,Capacity,weekly_attendance_percent
2008,9,Denver Broncos,Miami Dolphins,Miami Dolphins,,Sun,November 2,4:05PM,26,17,341,1,319,3,Denver,Miami,75499.0,Empower Field at Mile High,76125,0.9917766830870279
2008,9,Oakland Raiders,Atlanta Falcons,Atlanta Falcons,,Sun,November 2,4:15PM,24,0,453,1,77,2,Oakland,Atlanta,61196.0,Allegiant Stadium,65000,0.9414769230769231
2008,9,New York Giants,Dallas Cowboys,New York Giants,,Sun,November 2,4:15PM,35,14,319,3,183,4,New York,Dallas,78826.0,MetLife Stadium,82500,0.9554666666666667
2008,9,Seattle Seahawks,Philadelphia Eagles,Philadelphia Eagles,,Sun,November 2,4:16PM,26,7,419,1,233,0,Seattle,Philadelphia,68055.0,Lumen Field,69000,0.986304347826087
2008,9,Indianapolis Colts,New England Patriots,Indianapolis Colts,,Sun,November 2,8:23PM,18,15,301,0,342,2,Indianapolis,New England,66508.0,Lucas Oil Stadium,67000,0.9926567164179104
2008,9,Washington Redskins,Pittsburgh Steelers,Pittsburgh Steelers,,Mon,November 3,8:41PM,23,6,224,1,221,2,Washington,Pittsburgh,90512.0,Commanders Field,62000,1.4598709677419355
2008,10,New England Patriots,Buffalo Bills,New England Patriots,,Sun,November 9,1:02PM,20,10,370,1,168,2,New England,Buffalo,68756.0,Gillette Stadium,66829,1.0288347872929418
2008,10,Chicago Bears,Tennessee Titans,Tennessee Titans,,Sun,November 9,1:02PM,21,14,304,1,243,1,Chicago,Tennessee,62124.0,Soldier Field,61500,1.0101463414634146
2008,10,Detroit Lions,Jacksonville Jaguars,Jacksonville Jaguars,,Sun,November 9,1:02PM,38,14,384,0,256,1,Detroit,Jacksonville,52631.0,Ford Field,65000,0.8097076923076924
2008,10,Houston Texans,Baltimore Ravens,Baltimore Ravens,,Sun,November 9,1:02PM,41,13,328,0,355,4,Houston,Baltimore,70552.0,NRG Stadium,72220,0.9769039047355303
2008,10,New York Jets,St. Louis Rams,New York Jets,,Sun,November 9,1:03PM,47,3,373,0,200,5,New York,St. Louis,78073.0,MetLife Stadium,82500,0.9463393939393939
2008,10,Atlanta Falcons,New Orleans Saints,Atlanta Falcons,,Sun,November 9,1:03PM,34,20,361,0,521,3,Atlanta,New Orleans,64826.0,Mercedes Benz Stadium,71000,0.9130422535211268
2008,10,Miami Dolphins,Seattle Seahawks,Miami Dolphins,,Sun,November 9,1:03PM,21,19,361,1,298,0,Miami,Seattle,64862.0,Hard Rock Stadium,65326,0.9928971619263387
2008,10,Minnesota Vikings,Green Bay Packers,Minnesota Vikings,,Sun,November 9,1:05PM,28,27,361,3,184,0,Minnesota,Green Bay,63845.0,U.S. Bank Stadium,66655,0.9578426224589303
2008,10,Oakland Raiders,Carolina Panthers,Carolina Panthers,,Sun,November 9,4:05PM,17,6,219,4,259,3,Oakland,Carolina,47888.0,Allegiant Stadium,65000,0.7367384615384616
2008,10,Pittsburgh Steelers,Indianapolis Colts,Indianapolis Colts,,Sun,November 9,4:15PM,24,20,290,0,322,3,Pittsburgh,Indianapolis,64043.0,Acrisure Stadium,68400,0.9363011695906432
2008,10,San Diego Chargers,Kansas City Chiefs,San Diego Chargers,,Sun,November 9,4:15PM,20,19,400,2,339,0,San Diego,Kansas City,67510.0,San Diego Stadium,71500,0.9441958041958042
2008,10,Cleveland Browns,Denver Broncos,Denver Broncos,,Thu,November 6,8:15PM,34,30,564,1,399,1,Cleveland,Denver,73141.0,Huntington Bank Field,67895,1.0772663671846232
2008,10,Philadelphia Eagles,New York Giants,New York Giants,,Sun,November 9,8:23PM,36,31,401,2,300,2,Philadelphia,New York,69144.0,Lincoln Financial Field,69596,0.9935053738720616
2008,10,Arizona Cardinals,San Francisco 49ers,Arizona Cardinals,,Mon,November 10,8:40PM,29,24,374,0,336,3,Arizona,San Francisco,64519.0,State Farm Stadium,63400,1.0176498422712934
2008,11,Kansas City Chiefs,New Orleans Saints,New Orleans Saints,,Sun,November 16,1:00PM,30,20,369,1,330,1,Kansas City,New Orleans,74159.0,Arrowhead Stadium,76416,0.9704643006700168
2008,11,New York Giants,Baltimore Ravens,New York Giants,,Sun,November 16,1:02PM,30,10,353,1,275,2,New York,Baltimore,78849.0,MetLife Stadium,82500,0.9557454545454546
2008,11,Green Bay Packers,Chicago Bears,Green Bay Packers,,Sun,November 16,1:02PM,37,3,427,1,234,1,Green Bay,Chicago,71040.0,Lambeau Field,81441,0.8722879139499761
2008,11,Atlanta Falcons,Denver Broncos,Denver Broncos,,Sun,November 16,1:02PM,24,20,332,0,364,1,Atlanta,Denver,54644.0,Mercedes Benz Stadium,71000,0.7696338028169014
2008,11,Miami Dolphins,Oakland Raiders,Miami Dolphins,,Sun,November 16,1:02PM,17,15,382,1,199,0,Miami,Oakland,65113.0,Hard Rock Stadium,65326,0.9967394299360133
2008,11,Tampa Bay Buccaneers,Minnesota Vikings,Tampa Bay Buccaneers,,Sun,November 16,1:02PM,19,13,363,1,210,2,Tampa Bay,Minnesota,65278.0,Raymond James Stadium,69218,0.9430783900141582
2008,11,Indianapolis Colts,Houston Texans,Indianapolis Colts,,Sun,November 16,1:02PM,33,27,474,0,356,1,Indianapolis,Houston,66201.0,Lucas Oil Stadium,67000,0.9880746268656716
2008,11,Cincinnati Bengals,Philadelphia Eagles,Philadelphia Eagles,Cincinnati Bengals,Sun,November 16,1:03PM,13,13,391,4,282,1,Cincinnati,Philadelphia,64633.0,Paycor Stadium,65515,0.9865374341753796
2008,11,Carolina Panthers,Detroit Lions,Carolina Panthers,,Sun,November 16,1:03PM,31,22,366,1,316,4,Carolina,Detroit,73349.0,Bank of America Stadium,74867,0.9797240439713091
2008,11,San Francisco 49ers,St. Louis Rams,San Francisco 49ers,,Sun,November 16,4:05PM,35,16,334,2,406,3,San Francisco,St. Louis,67573.0,Levi's Stadium,68500,0.9864671532846715
2008,11,Seattle Seahawks,Arizona Cardinals,Arizona Cardinals,,Sun,November 16,4:06PM,26,20,458,3,196,4,Seattle,Arizona,67616.0,Lumen Field,69000,0.9799420289855072
2008,11,Jacksonville Jaguars,Tennessee Titans,Tennessee Titans,,Sun,November 16,4:15PM,24,14,344,1,257,1,Jacksonville,Tennessee,65258.0,TIAA Bank Field,67246,0.970436903310234
2008,11,Pittsburgh Steelers,San Diego Chargers,Pittsburgh Steelers,,Sun,November 16,4:16PM,11,10,410,0,218,2,Pittsburgh,San Diego,62051.0,Acrisure Stadium,68400,0.9071783625730994
2008,11,New England Patriots,New York Jets,New York Jets,,Thu,November 13,8:15PM,34,31,375,1,511,1,New England,New York,68756.0,Gillette Stadium,66829,1.0288347872929418
2008,11,Washington Redskins,Dallas Cowboys,Dallas Cowboys,,Sun,November 16,8:23PM,14,10,315,2,228,1,Washington,Dallas,90830.0,Commanders Field,62000,1.465
2008,11,Buffalo Bills,Cleveland Browns,Cleveland Browns,,Mon,November 17,8:40PM,29,27,337,0,334,4,Buffalo,Cleveland,71645.0,Highmark Stadium,71608,1.0005167020444643
2008,12,Kansas City Chiefs,Buffalo Bills,Buffalo Bills,,Sun,November 23,1:00PM,54,31,444,0,462,5,Kansas City,Buffalo,73584.0,Arrowhead Stadium,76416,0.9629396984924623
2008,12,St. Louis Rams,Chicago Bears,Chicago Bears,,Sun,November 23,1:00PM,27,3,334,2,207,4,St. Louis,Chicago,61994.0,SoFi Stadium,70240,0.8826025056947608
2008,12,Tennessee Titans,New York Jets,New York Jets,,Sun,November 23,1:02PM,34,13,409,2,281,1,Tennessee,New York,69143.0,Nissan Stadium,69143,1.0
2008,12,Baltimore Ravens,Philadelphia Eagles,Baltimore Ravens,,Sun,November 23,1:02PM,36,7,248,0,206,5,Baltimore,Philadelphia,71379.0,M&T Bank Stadium,71008,1.00522476340694
2008,12,Miami Dolphins,New England Patriots,New England Patriots,,Sun,November 23,1:02PM,48,28,530,2,392,1,Miami,New England,67146.0,Hard Rock Stadium,65326,1.0278602700303094
2008,12,Dallas Cowboys,San Francisco 49ers,Dallas Cowboys,,Sun,November 23,1:03PM,35,22,408,1,304,2,Dallas,San Francisco,63272.0,AT&T Stadium,80000,0.7909
2008,12,Cleveland Browns,Houston Texans,Houston Texans,,Sun,November 23,1:03PM,16,6,383,2,240,5,Cleveland,Houston,72077.0,Huntington Bank Field,67895,1.0615951100964724
2008,12,Detroit Lions,Tampa Bay Buccaneers,Tampa Bay Buccaneers,,Sun,November 23,1:03PM,38,20,255,3,207,3,Detroit,Tampa Bay,49096.0,Ford Field,65000,0.7553230769230769
2008,12,Jacksonville Jaguars,Minnesota Vikings,Minnesota Vikings,,Sun,November 23,1:05PM,30,12,226,1,321,5,Jacksonville,Minnesota,65064.0,TIAA Bank Field,67246,0.9675519733515748
2008,12,Denver Broncos,Oakland Raiders,Oakland Raiders,,Sun,November 23,4:05PM,31,10,318,0,319,2,Denver,Oakland,76067.0,Empower Field at Mile High,76125,0.9992380952380953
2008,12,Atlanta Falcons,Carolina Panthers,Atlanta Falcons,,Sun,November 23,4:15PM,45,28,392,1,408,0,Atlanta,Carolina,64841.0,Mercedes Benz Stadium,71000,0.9132535211267606
2008,12,Seattle Seahawks,Washington Redskins,Washington Redskins,,Sun,November 23,4:16PM,20,17,386,1,228,2,Seattle,Washington,67771.0,Lumen Field,69000,0.9821884057971014
2008,12,Arizona Cardinals,New York Giants,New York Giants,,Sun,November 23,4:16PM,37,29,321,0,371,2,Arizona,New York,64541.0,State Farm Stadium,63400,1.0179968454258674
2008,12,Pittsburgh Steelers,Cincinnati Bengals,Pittsburgh Steelers,,Thu,November 20,8:15PM,27,10,364,1,208,1,Pittsburgh,Cincinnati,59854.0,Acrisure Stadium,68400,0.8750584795321638
2008,12,San Diego Chargers,Indianapolis Colts,Indianapolis Colts,,Sun,November 23,8:20PM,23,20,341,1,394,1,San Diego,Indianapolis,68428.0,San Diego Stadium,71500,0.957034965034965
2008,12,New Orleans Saints,Green Bay Packers,New Orleans Saints,,Mon,November 24,8:40PM,51,29,416,1,343,3,New Orleans,Green Bay,70668.0,Caesars Superdome,73208,0.9653043383236805
2008,13,Detroit Lions,Tennessee Titans,Tennessee Titans,,Thu,November 27,12:37PM,47,10,456,1,154,3,Detroit,Tennessee,60112.0,Ford Field,65000,0.9248
2008,13,St. Louis Rams,Miami Dolphins,Miami Dolphins,,Sun,November 30,1:00PM,16,12,337,1,278,3,St. Louis,Miami,61046.0,SoFi Stadium,70240,0.8691059225512529
2008,13,Buffalo Bills,San Francisco 49ers,San Francisco 49ers,,Sun,November 30,1:01PM,10,3,195,1,350,1,Buffalo,San Francisco,70988.0,Highmark Stadium,71608,0.9913417495251927
2008,13,Tampa Bay Buccaneers,New Orleans Saints,Tampa Bay Buccaneers,,Sun,November 30,1:02PM,23,20,254,1,332,3,Tampa Bay,New Orleans,64430.0,Raymond James Stadium,69218,0.9308272414689821
2008,13,Cleveland Browns,Indianapolis Colts,Indianapolis Colts,,Sun,November 30,1:02PM,10,6,215,3,193,2,Cleveland,Indianapolis,72411.0,Huntington Bank Field,67895,1.0665144708741439
2008,13,Cincinnati Bengals,Baltimore Ravens,Baltimore Ravens,,Sun,November 30,1:02PM,34,3,451,0,155,1,Cincinnati,Baltimore,63871.0,Paycor Stadium,65515,0.9749065099595512
2008,13,Green Bay Packers,Carolina Panthers,Carolina Panthers,,Sun,November 30,1:02PM,35,31,298,1,438,2,Green Bay,Carolina,70297.0,Lambeau Field,81441,0.8631647450301445
2008,13,Washington Redskins,New York Giants,New York Giants,,Sun,November 30,1:04PM,23,7,404,1,320,2,Washington,New York,85912.0,Commanders Field,62000,1.3856774193548387
2008,13,San Diego Chargers,Atlanta Falcons,Atlanta Falcons,,Sun,November 30,4:05PM,22,16,348,3,201,0,San Diego,Atlanta,67200.0,San Diego Stadium,71500,0.9398601398601398
2008,13,New York Jets,Denver Broncos,Denver Broncos,,Sun,November 30,4:15PM,34,17,484,1,383,2,New York,Denver,78809.0,MetLife Stadium,82500,0.955260606060606
2008,13,Oakland Raiders,Kansas City Chiefs,Kansas City Chiefs,,Sun,November 30,4:15PM,20,13,301,1,271,2,Oakland,Kansas City,61379.0,Allegiant Stadium,65000,0.9442923076923077
2008,13,New England Patriots,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,November 30,4:15PM,33,10,333,1,267,5,New England,Pittsburgh,68756.0,Gillette Stadium,66829,1.0288347872929418
2008,13,Dallas Cowboys,Seattle Seahawks,Dallas Cowboys,,Thu,November 27,4:29PM,34,9,447,1,322,2,Dallas,Seattle,63253.0,AT&T Stadium,80000,0.7906625
2008,13,Minnesota Vikings,Chicago Bears,Minnesota Vikings,,Sun,November 30,8:15PM,34,14,378,1,228,3,Minnesota,Chicago,63722.0,U.S. Bank Stadium,66655,0.9559972995274173
2008,13,Philadelphia Eagles,Arizona Cardinals,Philadelphia Eagles,,Thu,November 27,8:16PM,48,20,437,1,260,4,Philadelphia,Arizona,69144.0,Lincoln Financial Field,69596,0.9935053738720616
2008,13,Houston Texans,Jacksonville Jaguars,Houston Texans,,Mon,December 1,8:40PM,30,17,326,1,388,3,Houston,Jacksonville,70809.0,NRG Stadium,72220,0.9804624757684852
2008,14,Chicago Bears,Jacksonville Jaguars,Chicago Bears,,Sun,December 7,1:02PM,23,10,296,1,278,1,Chicago,Jacksonville,61736.0,Soldier Field,61500,1.0038373983739837
2008,14,New Orleans Saints,Atlanta Falcons,New Orleans Saints,,Sun,December 7,1:02PM,29,25,414,0,414,1,New Orleans,Atlanta,70011.0,Caesars Superdome,73208,0.9563299092995301
2008,14,Indianapolis Colts,Cincinnati Bengals,Indianapolis Colts,,Sun,December 7,1:02PM,35,3,334,1,252,4,Indianapolis,Cincinnati,66402.0,Lucas Oil Stadium,67000,0.9910746268656716
2008,14,Green Bay Packers,Houston Texans,Houston Texans,,Sun,December 7,1:02PM,24,21,549,4,387,1,Green Bay,Houston,70245.0,Lambeau Field,81441,0.8625262459940325
2008,14,Detroit Lions,Minnesota Vikings,Minnesota Vikings,,Sun,December 7,1:03PM,20,16,301,2,268,0,Detroit,Minnesota,50444.0,Ford Field,65000,0.7760615384615385
2008,14,Tennessee Titans,Cleveland Browns,Tennessee Titans,,Sun,December 7,1:04PM,28,9,390,3,178,1,Tennessee,Cleveland,69143.0,Nissan Stadium,69143,1.0
2008,14,New York Giants,Philadelphia Eagles,Philadelphia Eagles,,Sun,December 7,1:04PM,20,14,331,0,211,0,New York,Philadelphia,79003.0,MetLife Stadium,82500,0.9576121212121212
2008,14,Buffalo Bills,Miami Dolphins,Miami Dolphins,,Sun,December 7,4:05PM,16,3,295,0,163,2,Buffalo,Miami,52134.0,Highmark Stadium,71608,0.7280471455703273
2008,14,Denver Broncos,Kansas City Chiefs,Denver Broncos,,Sun,December 7,4:05PM,24,17,425,1,260,0,Denver,Kansas City,75187.0,Empower Field at Mile High,76125,0.9876781609195402
2008,14,San Francisco 49ers,New York Jets,San Francisco 49ers,,Sun,December 7,4:05PM,24,14,375,2,182,1,San Francisco,New York,67782.0,Levi's Stadium,68500,0.9895182481751825
2008,14,Seattle Seahawks,New England Patriots,New England Patriots,,Sun,December 7,4:06PM,24,21,344,0,339,1,Seattle,New England,68077.0,Lumen Field,69000,0.9866231884057971
2008,14,Arizona Cardinals,St. Louis Rams,Arizona Cardinals,,Sun,December 7,4:15PM,34,10,335,1,308,3,Arizona,St. Louis,63720.0,State Farm Stadium,63400,1.0050473186119875
2008,14,Pittsburgh Steelers,Dallas Cowboys,Pittsburgh Steelers,,Sun,December 7,4:16PM,20,13,238,2,289,5,Pittsburgh,Dallas,60594.0,Acrisure Stadium,68400,0.8858771929824562
2008,14,San Diego Chargers,Oakland Raiders,San Diego Chargers,,Thu,December 4,8:15PM,34,7,372,1,163,4,San Diego,Oakland,68097.0,San Diego Stadium,71500,0.9524055944055944
2008,14,Baltimore Ravens,Washington Redskins,Baltimore Ravens,,Sun,December 7,8:23PM,24,10,281,2,254,3,Baltimore,Washington,71438.0,M&T Bank Stadium,71008,1.006055655700766
2008,14,Carolina Panthers,Tampa Bay Buccaneers,Carolina Panthers,,Mon,December 8,8:36PM,38,23,464,2,384,0,Carolina,Tampa Bay,74113.0,Bank of America Stadium,74867,0.9899288070845633
2008,15,St. Louis Rams,Seattle Seahawks,Seattle Seahawks,,Sun,December 14,1:00PM,23,20,333,2,342,2,St. Louis,Seattle,56123.0,SoFi Stadium,70240,0.7990176537585422
2008,15,Kansas City Chiefs,San Diego Chargers,San Diego Chargers,,Sun,December 14,1:00PM,22,21,394,3,277,2,Kansas City,San Diego,73842.0,Arrowhead Stadium,76416,0.9663159547738693
2008,15,Indianapolis Colts,Detroit Lions,Indianapolis Colts,,Sun,December 14,1:02PM,31,21,421,2,323,2,Indianapolis,Detroit,66281.0,Lucas Oil Stadium,67000,0.989268656716418
2008,15,New York Jets,Buffalo Bills,New York Jets,,Sun,December 14,1:02PM,31,27,372,2,306,4,New York,Buffalo,78548.0,MetLife Stadium,82500,0.9520969696969697
2008,15,Cincinnati Bengals,Washington Redskins,Cincinnati Bengals,,Sun,December 14,1:03PM,20,13,310,0,280,2,Cincinnati,Washington,63996.0,Paycor Stadium,65515,0.9768144699687095
2008,15,Miami Dolphins,San Francisco 49ers,Miami Dolphins,,Sun,December 14,1:03PM,14,9,248,0,318,0,Miami,San Francisco,65893.0,Hard Rock Stadium,65326,1.0086795456632887
2008,15,Atlanta Falcons,Tampa Bay Buccaneers,Atlanta Falcons,,Sun,December 14,1:03PM,13,10,373,3,325,1,Atlanta,Tampa Bay,65045.0,Mercedes Benz Stadium,71000,0.9161267605633803
2008,15,Jacksonville Jaguars,Green Bay Packers,Jacksonville Jaguars,,Sun,December 14,1:04PM,20,16,323,0,338,1,Jacksonville,Green Bay,65457.0,TIAA Bank Field,67246,0.9733961871338073
2008,15,Houston Texans,Tennessee Titans,Houston Texans,,Sun,December 14,1:05PM,13,12,375,1,281,2,Houston,Tennessee,70831.0,NRG Stadium,72220,0.98076710052617
2008,15,Arizona Cardinals,Minnesota Vikings,Minnesota Vikings,,Sun,December 14,4:05PM,35,14,396,1,316,2,Arizona,Minnesota,64457.0,State Farm Stadium,63400,1.016671924290221
2008,15,Oakland Raiders,New England Patriots,New England Patriots,,Sun,December 14,4:15PM,49,26,487,1,334,1,Oakland,New England,62179.0,Allegiant Stadium,65000,0.9566
2008,15,Carolina Panthers,Denver Broncos,Carolina Panthers,,Sun,December 14,4:15PM,30,10,400,1,279,2,Carolina,Denver,73690.0,Bank of America Stadium,74867,0.9842787877168846
2008,15,Baltimore Ravens,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,December 14,4:15PM,13,9,311,2,202,2,Baltimore,Pittsburgh,71502.0,M&T Bank Stadium,71008,1.006956962595764
2008,15,Chicago Bears,New Orleans Saints,Chicago Bears,,Thu,December 11,8:14PM,27,24,226,3,345,2,Chicago,New Orleans,61692.0,Soldier Field,61500,1.0031219512195122
2008,15,Dallas Cowboys,New York Giants,Dallas Cowboys,,Sun,December 14,8:24PM,20,8,321,0,218,2,Dallas,New York,63776.0,AT&T Stadium,80000,0.7972
2008,15,Philadelphia Eagles,Cleveland Browns,Philadelphia Eagles,,Mon,December 15,8:40PM,30,10,418,3,196,2,Philadelphia,Cleveland,69144.0,Lincoln Financial Field,69596,0.9935053738720616
2008,16,Kansas City Chiefs,Miami Dolphins,Miami Dolphins,,Sun,December 21,1:00PM,38,31,403,2,492,4,Kansas City,Miami,73689.0,Arrowhead Stadium,76416,0.964313756281407
2008,16,St. Louis Rams,San Francisco 49ers,San Francisco 49ers,,Sun,December 21,1:00PM,17,16,273,4,343,1,St. Louis,San Francisco,54948.0,SoFi Stadium,70240,0.7822892938496583
2008,16,New England Patriots,Arizona Cardinals,New England Patriots,,Sun,December 21,1:02PM,47,7,514,0,186,2,New England,Arizona,68756.0,Gillette Stadium,66829,1.0288347872929418
2008,16,Tennessee Titans,Pittsburgh Steelers,Tennessee Titans,,Sun,December 21,1:02PM,31,14,322,0,374,4,Tennessee,Pittsburgh,69143.0,Nissan Stadium,69143,1.0
2008,16,Tampa Bay Buccaneers,San Diego Chargers,San Diego Chargers,,Sun,December 21,1:02PM,41,24,370,0,342,3,Tampa Bay,San Diego,64778.0,Raymond James Stadium,69218,0.935854835447427
2008,16,Cleveland Browns,Cincinnati Bengals,Cincinnati Bengals,,Sun,December 21,1:03PM,14,0,246,1,182,4,Cleveland,Cincinnati,72361.0,Huntington Bank Field,67895,1.0657780396200014
2008,16,Detroit Lions,New Orleans Saints,New Orleans Saints,,Sun,December 21,1:03PM,42,7,532,1,255,2,Detroit,New Orleans,49309.0,Ford Field,65000,0.7586
2008,16,Oakland Raiders,Houston Texans,Oakland Raiders,,Sun,December 21,4:05PM,27,16,362,1,324,1,Oakland,Houston,43687.0,Allegiant Stadium,65000,0.6721076923076923
2008,16,Denver Broncos,Buffalo Bills,Buffalo Bills,,Sun,December 21,4:06PM,30,23,275,0,532,2,Denver,Buffalo,74539.0,Empower Field at Mile High,76125,0.9791658456486043
2008,16,Seattle Seahawks,New York Jets,Seattle Seahawks,,Sun,December 21,4:06PM,13,3,295,2,265,2,Seattle,New York,68181.0,Lumen Field,69000,0.9881304347826086
2008,16,Minnesota Vikings,Atlanta Falcons,Atlanta Falcons,,Sun,December 21,4:15PM,24,17,222,0,350,4,Minnesota,Atlanta,62889.0,U.S. Bank Stadium,66655,0.9435001125196909
2008,16,Washington Redskins,Philadelphia Eagles,Washington Redskins,,Sun,December 21,4:16PM,10,3,249,0,275,1,Washington,Philadelphia,82412.0,Commanders Field,62000,1.329225806451613
2008,16,Jacksonville Jaguars,Indianapolis Colts,Indianapolis Colts,,Thu,December 18,8:15PM,31,24,396,0,409,1,Jacksonville,Indianapolis,65648.0,TIAA Bank Field,67246,0.9762365047735181
2008,16,Dallas Cowboys,Baltimore Ravens,Baltimore Ravens,,Sat,December 20,8:15PM,33,24,388,1,327,2,Dallas,Baltimore,63800.0,AT&T Stadium,80000,0.7975
2008,16,New York Giants,Carolina Panthers,New York Giants,,Sun,December 21,8:23PM,34,28,459,0,343,0,New York,Carolina,78653.0,MetLife Stadium,82500,0.953369696969697
2008,16,Chicago Bears,Green Bay Packers,Chicago Bears,,Mon,December 22,8:40PM,20,17,210,2,325,2,Chicago,Green Bay,62151.0,Soldier Field,61500,1.0105853658536585
2008,17,Green Bay Packers,Detroit Lions,Green Bay Packers,,Sun,December 28,1:02PM,31,21,484,1,316,2,Green Bay,Detroit,70141.0,Lambeau Field,81441,0.8612492479218085
2008,17,Indianapolis Colts,Tennessee Titans,Indianapolis Colts,,Sun,December 28,1:02PM,23,0,390,0,125,0,Indianapolis,Tennessee,66721.0,Lucas Oil Stadium,67000,0.9958358208955224
2008,17,Buffalo Bills,New England Patriots,New England Patriots,,Sun,December 28,1:02PM,13,0,241,0,276,1,Buffalo,New England,71282.0,Highmark Stadium,71608,0.9954474360406659
2008,17,Atlanta Falcons,St. Louis Rams,Atlanta Falcons,,Sun,December 28,1:02PM,31,27,417,3,408,0,Atlanta,St. Louis,64617.0,Mercedes Benz Stadium,71000,0.9100985915492957
2008,17,Pittsburgh Steelers,Cleveland Browns,Pittsburgh Steelers,,Sun,December 28,1:02PM,31,0,369,1,126,2,Pittsburgh,Cleveland,63553.0,Acrisure Stadium,68400,0.9291374269005848
2008,17,Tampa Bay Buccaneers,Oakland Raiders,Oakland Raiders,,Sun,December 28,1:02PM,31,24,337,1,380,1,Tampa Bay,Oakland,64847.0,Raymond James Stadium,69218,0.9368516859776359
